sid,school_year,grade_level,frpl
18282,2005,9,N
18282,2006,10,N
18282,2007,11,N
18284,2001,5,F
18284,2002,6,F
18285,2001,4,F
18285,2002,5,R
18285,2004,7,R
18286,2001,4,N
18288,2001,3,R
18288,2002,4,R
18288,2003,5,F
18288,2004,6,R
18288,2005,7,N
18288,2006,8,R
18288,2007,9,R
18289,2001,4,F
18289,2002,5,F
18289,2003,6,F
18289,2004,7,F
18289,2005,8,N
18289,2006,9,R
18289,2007,10,F
18290,2001,4,F
18290,2002,5,F
18290,2003,6,F
18290,2004,7,N
18290,2005,8,N
18290,2006,9,N
18290,2007,10,N
18291,2003,5,N
18292,2001,3,F
18292,2002,4,R
18292,2003,5,F
18292,2004,6,F
18292,2005,7,F
18292,2006,8,F
18292,2007,9,F
18294,2001,3,F
18294,2002,4,F
18294,2003,5,F
18294,2004,6,F
18294,2005,7,N
18294,2006,8,N
18294,2007,9,F
18295,2002,3,F
18296,2002,3,N
18296,2003,4,N
18296,2004,5,N
18296,2005,6,N
18296,2006,7,N
18296,2007,8,N
18297,2003,3,F
18297,2004,4,F
18297,2005,5,R
18297,2006,6,N
18297,2007,7,F
18299,2003,3,F
18299,2004,4,F
18299,2005,5,F
18299,2006,6,N
18299,2007,7,F
18300,2004,3,F
18300,2005,4,R
18300,2006,5,F
18300,2007,6,F
18301,2003,3,F
18303,2004,3,N
18303,2005,4,N
18303,2006,5,N
18303,2007,6,N
18304,2005,3,N
18304,2006,4,N
18304,2007,5,N
18305,2004,3,F
18305,2005,4,F
18305,2006,5,F
18305,2007,6,F
18306,2005,3,N
18306,2006,4,N
18306,2007,5,N
18307,2005,3,N
18307,2006,4,N
18307,2007,5,R
18308,2006,3,F
18308,2007,4,R
18310,2006,3,F
18310,2007,4,F
18311,2006,3,N
18311,2007,4,N
18312,2007,3,F
18313,2007,3,R
18316,2001,12,N
18317,2001,12,F
18318,2002,11,N
18318,2003,12,F
18319,2001,11,N
18319,2002,12,N
18321,2002,10,F
18322,2003,12,F
18323,2001,10,F
18323,2002,11,F
18323,2003,11,F
18325,2001,10,R
18325,2002,11,F
18325,2003,12,F
18325,2004,12,F
18326,2001,9,F
18326,2002,10,F
18326,2003,11,F
18326,2004,12,F
18327,2001,9,R
18328,2001,9,F
18328,2002,10,F
18328,2003,11,F
18328,2004,12,F
18330,2001,8,R
18330,2002,9,F
18330,2003,10,F
18330,2004,11,F
18330,2005,12,F
18331,2001,7,F
18331,2002,8,F
18331,2003,9,N
18332,2001,8,F
18332,2002,9,F
18332,2003,10,F
18332,2004,11,N
18332,2005,12,N
18333,2001,8,R
18333,2002,9,F
18335,2001,7,R
18335,2002,8,F
18335,2003,9,F
18335,2005,11,F
18335,2006,12,F
18336,2001,7,N
18336,2004,10,R
18336,2005,11,N
18336,2006,12,N
18337,2001,7,F
18337,2002,8,F
18338,2001,7,F
18338,2002,8,R
18339,2001,5,F
18339,2002,6,F
18339,2003,7,F
18339,2004,8,R
18339,2005,9,N
18339,2006,10,F
18339,2007,11,F
18340,2001,6,F
18342,2001,5,F
18343,2003,7,N
18343,2004,8,N
18343,2005,9,N
18343,2006,10,N
18343,2007,11,N
18344,2001,5,R
18344,2002,6,F
18344,2003,7,F
18344,2004,8,F
18344,2005,9,F
18344,2006,10,F
18344,2007,11,F
18345,2004,7,F
18345,2005,8,F
18345,2006,9,N
18345,2007,10,F
18346,2001,5,R
18346,2002,6,F
18346,2003,7,N
18346,2004,8,F
18346,2005,9,F
18346,2006,10,R
18346,2007,11,F
18347,2001,5,N
18347,2002,6,N
18347,2003,7,F
18347,2004,8,N
18347,2005,9,F
18348,2002,6,N
18349,2001,4,N
18349,2002,5,F
18349,2003,6,F
18349,2004,7,F
18349,2005,8,F
18349,2006,9,N
18349,2007,10,F
18351,2001,3,F
18351,2002,4,R
18351,2003,5,F
18351,2004,6,F
18351,2005,7,R
18351,2006,8,F
18351,2007,9,R
18352,2004,6,N
18352,2006,8,N
18352,2007,9,F
18353,2001,3,F
18353,2002,4,F
18353,2003,5,F
18353,2004,6,R
18353,2005,7,F
18353,2006,8,F
18353,2007,9,N
18354,2007,8,R
18355,2001,3,F
18355,2002,4,F
18355,2003,5,F
18355,2004,6,F
18355,2005,7,F
18355,2006,8,F
18355,2007,9,F
18357,2002,3,F
18357,2003,4,F
18357,2004,5,F
18357,2005,6,F
18357,2006,7,F
18357,2007,8,R
18358,2003,3,F
18358,2004,4,N
18358,2005,5,N
18358,2006,6,N
18358,2007,7,N
18359,2002,3,F
18359,2003,4,F
18359,2004,5,R
18359,2005,6,F
18359,2006,7,F
18359,2007,8,R
18360,2004,3,R
18360,2005,4,F
18360,2006,5,F
18360,2007,6,R
18361,2003,3,N
18361,2004,4,N
18361,2005,5,N
18361,2006,6,N
18361,2007,7,N
18362,2005,5,N
18362,2006,6,N
18362,2007,7,N
18364,2004,3,F
18364,2005,4,F
18364,2006,5,R
18364,2007,6,F
18365,2004,3,F
18365,2005,4,F
18365,2006,5,F
18366,2004,3,F
18366,2005,4,F
18366,2006,5,N
18366,2007,6,F
18367,2004,3,F
18367,2005,4,F
18367,2006,5,F
18367,2007,6,F
18369,2006,3,F
18369,2007,4,F
18370,2006,3,F
18370,2007,4,F
18371,2007,3,F
18372,2007,3,F
18375,2001,12,N
18376,2001,11,N
18376,2002,12,F
18378,2001,10,F
18378,2002,11,F
18378,2003,12,R
18379,2001,11,N
18380,2001,9,R
18380,2002,9,F
18380,2003,10,F
18380,2004,11,F
18382,2003,11,F
18382,2004,12,F
18383,2001,8,N
18383,2002,9,N
18383,2003,10,N
18383,2004,11,N
18383,2005,12,N
18384,2001,9,F
18384,2004,12,F
18385,2001,8,F
18385,2002,9,F
18385,2003,10,F
18385,2004,10,F
18386,2001,8,F
18388,2001,6,F
18388,2002,7,F
18388,2003,9,F
18388,2004,10,N
18388,2005,11,F
18388,2006,10,F
18389,2001,7,F
18389,2003,8,N
18389,2004,10,F
18389,2005,11,N
18389,2006,11,F
18389,2007,12,R
18390,2001,7,F
18390,2003,9,N
18391,2001,6,R
18391,2002,7,F
18391,2003,8,F
18391,2004,9,F
18391,2005,10,F
18391,2006,11,N
18391,2007,12,F
18393,2007,12,F
18394,2001,7,N
18394,2002,8,N
18394,2003,9,N
18395,2001,5,F
18395,2002,6,F
18395,2003,7,F
18395,2004,8,F
18395,2005,9,F
18396,2001,5,F
18396,2002,6,F
18396,2003,7,R
18398,2001,5,F
18398,2002,6,F
18398,2003,7,F
18398,2004,8,N
18398,2005,9,R
18398,2006,10,F
18398,2007,11,F
18399,2005,9,F
18400,2001,4,R
18400,2002,5,R
18400,2003,6,F
18400,2004,7,F
18400,2005,8,F
18400,2006,9,F
18401,2007,10,F
18402,2001,4,N
18402,2002,4,N
18402,2003,5,N
18402,2004,6,F
18402,2005,7,F
18402,2006,8,F
18402,2007,9,F
18403,2001,3,N
18403,2002,4,N
18403,2003,5,N
18404,2001,4,F
18404,2002,5,F
18404,2003,6,F
18404,2004,7,F
18404,2005,8,F
18404,2006,9,F
18406,2002,3,F
18406,2003,4,R
18406,2004,5,R
18406,2005,6,F
18406,2006,7,F
18406,2007,8,F
18407,2002,3,F
18407,2003,4,F
18407,2005,6,F
18407,2007,8,F
18408,2002,3,F
18408,2003,4,F
18409,2002,3,N
18409,2005,6,N
18409,2006,7,N
18409,2007,8,N
18411,2002,3,F
18411,2003,4,F
18412,2003,3,F
18413,2003,3,F
18414,2004,3,N
18415,2004,3,F
18415,2005,4,R
18415,2006,5,R
18415,2007,6,R
18416,2004,3,F
18416,2005,4,F
18416,2006,5,R
18416,2007,6,R
18418,2005,3,R
18418,2006,4,R
18419,2006,4,F
18419,2007,5,F
18420,2005,3,N
18420,2006,4,F
18420,2007,5,F
18421,2006,3,F
18421,2007,4,F
18423,2007,3,N
18424,2007,3,N
18425,2007,3,F
18429,2001,11,F
18429,2002,11,F
18430,2001,11,N
18430,2002,12,F
18432,2001,11,N
18432,2002,12,N
18433,2001,10,F
18433,2002,11,R
18433,2003,11,F
18434,2001,9,R
18435,2001,9,F
18435,2002,10,R
18435,2003,11,F
18437,2001,8,R
18437,2002,9,F
18437,2003,10,N
18437,2004,10,N
18437,2005,11,R
18438,2001,8,F
18438,2002,9,F
18438,2003,10,F
18438,2004,11,N
18438,2005,12,F
18439,2001,8,F
18439,2002,9,F
18439,2003,9,N
18439,2004,9,F
18439,2005,11,F
18441,2001,7,F
18441,2002,8,F
18441,2003,9,F
18441,2004,10,F
18441,2005,11,F
18441,2006,12,F
18442,2001,7,F
18442,2002,8,F
18442,2003,9,F
18442,2004,10,F
18442,2005,11,R
18442,2006,12,F
18443,2001,7,F
18443,2002,8,F
18443,2003,9,N
18443,2004,10,R
18445,2001,6,F
18445,2002,7,F
18445,2003,8,F
18445,2004,9,F
18446,2001,6,F
18447,2002,7,F
18447,2003,8,F
18447,2004,9,N
18447,2005,10,N
18447,2006,11,N
18447,2007,12,N
18449,2001,5,F
18449,2002,6,F
18449,2003,7,F
18449,2004,8,N
18449,2005,9,F
18449,2006,10,F
18449,2007,11,F
18450,2001,5,F
18450,2002,6,R
18450,2003,7,N
18451,2001,5,N
18451,2002,6,N
18451,2003,7,N
18451,2004,8,N
18451,2005,9,N
18452,2001,4,N
18452,2002,5,N
18452,2003,6,N
18452,2004,7,N
18452,2005,8,N
18452,2006,9,N
18452,2007,10,N
18453,2004,7,F
18453,2005,8,R
18453,2006,9,F
18455,2001,3,F
18456,2001,3,F
18457,2001,3,F
18457,2002,4,F
18457,2003,5,R
18457,2004,6,F
18457,2005,7,F
18457,2006,8,F
18457,2007,9,F
18458,2002,3,F
18458,2003,4,F
18460,2001,3,F
18460,2002,4,F
18460,2003,5,R
18460,2004,6,N
18460,2005,7,R
18460,2006,8,F
18460,2007,9,F
18461,2002,3,F
18461,2003,4,F
18461,2004,5,N
18461,2005,6,F
18461,2006,7,F
18462,2002,3,F
18462,2003,4,F
18462,2004,5,N
18462,2005,6,R
18462,2006,7,N
18462,2007,8,F
18463,2003,3,N
18463,2004,4,N
18463,2005,5,N
18463,2006,6,N
18463,2007,7,N
18464,2004,3,F
18464,2005,4,N
18464,2006,5,N
18464,2007,6,R
18466,2003,3,F
18466,2004,4,F
18466,2005,5,N
18466,2006,6,N
18466,2007,7,F
18467,2004,3,F
18467,2005,4,F
18467,2006,5,F
18467,2007,6,R
18468,2004,3,F
18468,2005,4,R
18468,2006,5,F
18468,2007,6,R
18470,2005,3,F
18470,2006,4,N
18470,2007,5,F
18471,2005,3,F
18471,2006,4,F
18471,2007,5,F
18472,2005,3,F
18472,2006,4,N
18472,2007,5,F
18473,2006,3,N
18473,2007,4,N
18475,2006,3,F
18475,2007,4,N
18476,2007,3,F
18477,2007,3,N
18478,2007,3,F
18479,2001,12,F
18480,2001,12,N
18482,2001,11,F
18482,2002,12,F
18483,2001,11,N
18483,2002,12,F
18484,2001,10,N
18484,2002,11,F
18484,2003,12,N
18485,2001,10,N
18485,2002,11,F
18485,2003,12,F
18487,2001,9,F
18487,2002,10,F
18487,2003,11,F
18487,2004,12,F
18488,2001,9,N
18488,2002,10,F
18488,2003,10,F
18488,2004,11,F
18489,2001,9,N
18489,2002,10,F
18489,2003,11,R
18489,2004,11,F
18491,2001,9,N
18492,2001,9,F
18492,2002,10,F
18492,2003,11,F
18492,2004,12,F
18493,2001,8,F
18493,2002,9,F
18493,2004,11,R
18494,2001,7,F
18494,2002,8,F
18494,2003,9,R
18494,2004,10,F
18495,2001,7,N
18495,2002,8,N
18495,2003,9,N
18497,2001,7,N
18497,2002,8,R
18497,2003,9,F
18497,2004,10,F
18497,2005,11,F
18497,2006,12,F
18498,2001,5,F
18498,2002,6,F
18498,2003,7,F
18498,2004,8,F
18498,2005,10,F
18498,2006,11,F
18498,2007,12,F
18499,2005,11,N
18500,2001,6,R
18500,2002,7,F
18500,2003,8,F
18500,2004,9,F
18500,2005,10,F
18500,2006,11,R
18500,2007,12,R
18501,2001,7,F
18501,2002,8,F
18501,2003,9,F
18501,2004,10,F
18501,2005,11,N
18501,2006,12,F
18503,2007,11,R
18504,2001,5,F
18504,2002,6,R
18504,2003,7,F
18504,2004,8,F
18504,2005,9,R
18504,2006,10,F
18504,2007,11,F
18505,2004,7,N
18505,2005,8,F
18505,2006,9,N
18505,2007,10,R
18507,2002,5,N
18507,2003,6,N
18507,2004,7,F
18507,2005,8,F
18507,2006,9,F
18507,2007,10,F
18508,2001,4,F
18508,2002,5,F
18509,2004,7,N
18509,2005,8,F
18509,2006,9,F
18509,2007,10,N
18510,2001,3,F
18510,2002,4,F
18510,2003,5,F
18510,2004,6,N
18510,2005,7,R
18510,2006,8,N
18510,2007,9,N
18511,2001,3,F
18511,2002,4,F
18511,2003,5,R
18511,2004,6,F
18511,2005,7,F
18511,2006,8,F
18511,2007,9,F
18513,2003,5,N
18513,2004,6,N
18513,2005,7,N
18513,2006,8,N
18513,2007,9,F
18514,2002,3,F
18514,2003,4,R
18514,2004,5,R
18514,2005,6,F
18514,2006,7,R
18514,2007,8,F
18515,2003,5,R
18515,2004,6,N
18516,2002,3,F
18517,2002,3,F
18517,2003,4,F
18517,2004,5,F
18517,2005,6,F
18517,2006,7,N
18517,2007,8,F
18518,2005,6,F
18518,2006,7,N
18518,2007,8,N
18519,2003,3,N
18519,2004,4,N
18519,2005,5,N
18519,2007,7,N
18521,2003,3,N
18521,2004,4,N
18521,2005,5,N
18521,2006,6,N
18521,2007,7,N
18522,2006,5,F
18522,2007,6,F
18523,2004,3,R
18523,2005,4,F
18523,2006,5,N
18523,2007,6,R
18524,2004,3,F
18524,2005,4,F
18524,2006,5,F
18524,2007,6,F
18526,2005,3,F
18526,2006,4,F
18527,2005,3,R
18527,2006,4,N
18527,2007,5,F
18528,2005,3,N
18528,2006,4,N
18528,2007,5,N
18529,2006,3,F
18529,2007,4,F
18530,2006,3,N
18530,2007,4,N
18531,2007,3,N
18532,2007,3,F
18535,2001,12,F
18536,2001,12,F
18537,2001,12,F
18539,2001,10,F
18539,2002,11,F
18539,2003,11,F
18539,2004,12,F
18540,2001,10,F
18540,2002,11,F
18540,2003,12,N
18541,2001,10,N
18541,2002,10,N
18541,2003,12,N
18543,2002,10,F
18543,2003,10,F
18543,2004,11,N
18544,2001,9,F
18544,2002,9,R
18544,2003,9,N
18544,2004,10,F
18544,2005,10,N
18545,2001,8,N
18545,2002,9,N
18547,2001,8,N
18547,2002,9,N
18548,2002,10,R
18548,2003,10,F
18548,2004,11,F
18549,2001,6,F
18549,2002,7,F
18549,2003,8,R
18550,2001,7,N
18550,2002,8,N
18550,2003,9,N
18551,2001,7,F
18551,2002,8,N
18551,2003,9,F
18551,2004,10,F
18551,2005,11,F
18551,2006,11,F
18552,2001,7,F
18552,2002,8,R
18552,2004,10,R
18554,2003,8,F
18554,2004,9,F
18554,2005,10,F
18555,2002,7,F
18555,2003,8,R
18555,2004,9,F
18555,2005,10,F
18555,2006,10,F
18555,2007,12,F
18556,2005,10,F
18556,2006,11,R
18556,2007,12,F
18558,2004,9,F
18558,2005,10,F
18558,2006,11,N
18559,2001,5,N
18559,2002,6,N
18559,2003,7,N
18559,2004,8,N
18559,2005,9,N
18559,2006,10,N
18560,2003,7,N
18560,2005,9,N
18560,2006,10,F
18560,2007,11,N
18561,2001,4,F
18561,2002,5,F
18561,2003,6,R
18561,2006,9,N
18562,2002,6,N
18563,2001,4,F
18563,2002,5,F
18563,2003,6,F
18563,2004,7,F
18563,2005,8,F
18563,2006,9,F
18563,2007,10,F
18564,2001,4,F
18564,2002,5,F
18564,2003,6,F
18564,2004,7,F
18564,2005,8,N
18564,2006,9,F
18566,2001,3,F
18566,2002,4,F
18566,2003,5,F
18566,2004,6,F
18566,2005,7,N
18566,2006,8,F
18566,2007,9,F
18567,2001,3,R
18567,2002,4,F
18567,2003,5,F
18567,2004,6,F
18568,2001,3,F
18568,2002,4,R
18568,2003,5,F
18568,2004,6,F
18568,2005,7,F
18568,2006,8,F
18568,2007,9,F
18570,2002,3,F
18570,2003,4,F
18571,2002,3,F
18571,2003,4,N
18571,2004,5,F
18571,2005,6,N
18571,2006,7,F
18571,2007,8,N
18572,2002,3,F
18572,2003,4,N
18572,2004,5,F
18572,2005,6,N
18572,2006,7,F
18572,2007,8,F
18573,2003,3,F
18573,2004,4,N
18573,2005,5,N
18573,2006,6,F
18573,2007,7,F
18575,2003,3,N
18575,2004,4,N
18575,2005,5,F
18575,2006,6,F
18575,2007,7,R
18576,2004,3,F
18576,2005,4,R
18576,2006,5,N
18577,2007,6,F
18579,2005,3,N
18579,2006,4,N
18579,2007,5,F
18580,2005,3,F
18580,2006,4,N
18580,2007,5,F
18581,2006,3,F
18581,2007,4,R
18582,2006,3,F
18582,2007,4,F
18584,2007,4,F
18585,2007,3,F
18586,2007,3,N
18587,2007,3,N
18589,2001,12,N
18590,2001,11,N
18590,2002,12,R
18592,2001,10,F
18592,2002,12,F
18593,2001,10,F
18593,2002,11,R
18593,2003,12,F
18594,2001,10,R
18594,2002,11,F
18594,2003,12,F
18595,2001,9,N
18595,2002,10,N
18595,2003,11,N
18595,2004,12,N
18597,2001,9,R
18597,2002,10,F
18597,2003,10,F
18597,2004,11,F
18598,2001,9,F
18598,2002,10,F
18598,2003,11,F
18598,2004,11,N
18599,2001,8,N
18599,2002,9,N
18600,2003,10,R
18602,2006,11,F
18602,2007,12,N
18603,2001,7,F
18603,2002,8,N
18603,2003,9,F
18604,2001,7,N
18604,2002,8,F
18604,2003,9,N
18604,2004,10,F
18604,2005,11,F
18604,2006,12,F
18605,2001,7,F
18605,2002,8,N
18607,2001,6,F
18607,2002,7,F
18607,2003,8,R
18607,2004,9,F
18608,2001,6,F
18608,2002,7,R
18609,2001,6,F
18609,2002,7,F
18609,2003,8,R
18609,2004,9,F
18609,2005,10,N
18611,2001,5,N
18612,2001,5,F
18612,2002,6,F
18612,2003,7,F
18612,2004,8,F
18612,2005,9,R
18612,2006,10,R
18612,2007,11,F
18613,2001,5,F
18613,2002,6,F
18613,2003,7,F
18613,2004,8,F
18613,2005,9,F
18613,2006,10,F
18613,2007,11,R
18615,2001,4,F
18615,2002,5,F
18615,2003,6,F
18615,2004,7,F
18615,2005,8,F
18615,2006,9,F
18615,2007,10,F
18616,2006,9,F
18616,2007,10,F
18617,2004,7,F
18617,2005,8,N
18617,2006,9,N
18617,2007,10,R
18618,2003,7,N
18618,2004,8,N
18618,2005,9,N
18618,2006,10,N
18618,2007,11,N
18619,2001,4,N
18619,2002,5,N
18619,2004,7,N
18619,2005,8,N
18619,2006,9,N
18619,2007,10,N
18621,2001,3,N
18621,2003,5,N
18621,2004,6,N
18621,2005,7,N
18621,2006,8,N
18621,2007,9,F
18622,2001,3,F
18622,2002,4,F
18622,2003,5,F
18623,2002,3,F
18623,2003,4,F
18623,2004,5,R
18623,2005,6,F
18623,2006,7,F
18623,2007,8,F
18624,2004,5,R
18626,2003,3,F
18626,2004,4,F
18626,2005,5,F
18626,2006,6,R
18626,2007,7,F
18627,2003,3,F
18627,2004,4,F
18627,2005,5,F
18627,2006,6,F
18628,2003,3,F
18628,2004,4,F
18628,2005,5,F
18628,2006,6,F
18628,2007,7,F
18629,2004,4,R
18629,2005,5,F
18629,2006,6,N
18629,2007,7,F
18631,2004,3,F
18631,2005,4,F
18631,2006,5,F
18631,2007,6,N
18632,2004,3,F
18633,2005,3,R
18633,2006,4,N
18633,2007,5,F
18634,2005,3,F
18634,2006,4,N
18634,2007,5,F
18635,2006,3,N
18635,2007,4,R
18637,2007,4,F
18638,2006,3,F
18638,2007,4,R
18639,2007,3,F
18640,2006,3,N
18640,2007,4,F
18641,2001,11,F
18641,2002,12,F
18643,2001,12,N
18644,2001,12,N
18645,2001,11,N
18645,2002,12,N
18646,2001,12,N
18647,2001,9,F
18647,2002,10,F
18647,2003,11,N
18647,2004,11,N
18648,2001,9,F
18649,2001,10,F
18649,2002,11,R
18649,2003,12,F
18651,2001,9,R
18651,2004,12,N
18652,2001,9,F
18652,2002,10,F
18652,2003,11,N
18652,2004,12,F
18653,2001,8,F
18653,2002,9,F
18653,2003,10,N
18653,2004,11,F
18653,2005,12,F
18655,2001,8,F
18655,2002,9,F
18655,2003,10,F
18655,2004,11,F
18655,2005,12,N
18656,2001,8,N
18656,2002,9,N
18656,2003,10,N
18656,2004,11,N
18656,2005,12,F
18657,2001,7,F
18657,2002,8,R
18657,2003,9,N
18657,2004,10,N
18657,2005,11,N
18657,2006,12,N
18659,2002,7,R
18659,2003,8,F
18659,2004,9,F
18659,2005,9,F
18659,2006,9,N
18660,2001,6,F
18660,2002,7,F
18661,2001,6,F
18661,2002,7,F
18661,2003,8,F
18661,2004,9,F
18662,2001,6,R
18662,2002,7,F
18662,2003,8,F
18662,2004,9,F
18662,2005,10,F
18662,2006,11,F
18662,2007,12,F
18663,2001,6,F
18663,2002,7,F
18663,2003,8,F
18663,2004,9,F
18665,2001,5,F
18665,2002,6,R
18665,2005,9,F
18666,2007,10,R
18667,2001,5,F
18667,2002,6,F
18667,2003,7,F
18668,2006,9,F
18669,2001,4,N
18669,2002,5,N
18669,2003,6,N
18669,2004,7,N
18669,2005,8,N
18669,2006,9,N
18669,2007,10,N
18670,2006,9,N
18672,2004,7,N
18672,2005,8,N
18672,2006,9,N
18672,2007,10,F
18673,2001,3,N
18673,2002,4,N
18673,2003,5,N
18673,2004,6,N
18673,2005,7,N
18673,2006,8,N
18673,2007,9,N
18674,2001,3,N
18674,2002,4,F
18674,2003,5,N
18674,2004,6,N
18674,2005,7,N
18674,2006,8,N
18674,2007,9,N
18675,2001,3,F
18675,2002,4,R
18675,2003,5,F
18675,2004,6,F
18675,2005,7,F
18675,2006,8,F
18675,2007,9,F
18676,2006,9,N
18677,2002,3,F
18677,2003,4,F
18677,2004,5,F
18677,2005,6,F
18677,2006,7,F
18677,2007,8,F
18678,2002,3,F
18679,2002,3,R
18679,2003,4,F
18679,2004,5,F
18679,2005,6,R
18679,2006,7,N
18679,2007,8,N
18681,2007,7,N
18682,2003,3,F
18682,2004,4,R
18682,2005,5,F
18682,2006,6,F
18682,2007,7,F
18683,2004,3,R
18683,2005,4,R
18684,2004,3,F
18684,2005,4,R
18684,2006,5,F
18684,2007,6,F
18686,2005,3,N
18686,2006,4,N
18686,2007,5,N
18687,2005,3,F
18687,2006,4,F
18687,2007,5,F
18688,2004,3,R
18688,2005,4,R
18689,2005,3,F
18689,2006,4,F
18689,2007,5,F
18690,2005,3,N
18691,2006,3,N
18691,2007,4,N
18693,2007,3,F
18697,2001,12,F
18698,2002,12,N
18699,2001,11,N
18699,2002,12,N
18700,2001,10,F
18700,2002,11,F
18700,2003,12,R
18702,2001,9,F
18702,2002,10,N
18702,2003,11,F
18702,2004,11,F
18702,2005,12,F
18703,2001,9,F
18703,2002,10,F
18703,2003,11,F
18703,2004,12,R
18704,2001,9,F
18704,2002,10,N
18705,2004,12,F
18706,2001,8,F
18706,2002,9,F
18708,2001,8,F
18708,2002,9,F
18708,2003,10,F
18708,2004,11,F
18708,2005,11,F
18708,2006,12,F
18709,2001,7,R
18710,2001,6,F
18710,2002,7,R
18710,2003,8,R
18710,2004,9,R
18710,2005,10,R
18710,2006,11,F
18710,2007,12,F
18711,2001,7,F
18711,2002,8,F
18711,2003,9,R
18711,2004,10,N
18711,2005,11,F
18711,2006,12,N
18712,2001,8,F
18712,2002,9,N
18712,2003,10,N
18712,2004,11,N
18714,2001,6,F
18714,2002,7,R
18715,2001,5,F
18715,2002,7,F
18715,2003,8,N
18715,2004,9,R
18715,2005,10,F
18715,2007,11,N
18716,2001,6,F
18716,2002,7,F
18716,2003,8,F
18716,2004,9,N
18716,2005,10,N
18716,2006,11,R
18716,2007,12,R
18717,2006,10,F
18717,2007,11,F
18719,2001,5,R
18719,2002,6,F
18719,2003,7,F
18719,2006,10,F
18719,2007,11,F
18720,2001,5,F
18720,2002,6,F
18720,2003,7,R
18721,2001,4,F
18722,2001,4,F
18722,2002,5,F
18722,2003,6,R
18722,2004,7,N
18722,2005,8,N
18722,2006,9,N
18722,2007,10,N
18723,2002,5,N
18723,2003,6,N
18723,2004,7,N
18723,2005,8,N
18723,2006,9,N
18723,2007,10,N
18725,2001,3,F
18725,2002,4,F
18725,2005,7,F
18725,2006,8,F
18725,2007,9,F
18726,2001,3,F
18726,2002,4,F
18726,2003,5,R
18726,2004,6,F
18726,2005,7,F
18726,2007,9,F
18727,2001,3,F
18727,2002,4,F
18727,2003,5,F
18728,2001,3,N
18728,2002,4,N
18728,2003,5,N
18728,2004,6,N
18728,2005,7,N
18728,2006,8,N
18728,2007,9,N
18729,2002,3,F
18729,2003,4,F
18729,2004,5,F
18729,2005,6,F
18729,2006,7,F
18729,2007,8,F
18731,2002,3,N
18731,2003,4,N
18731,2004,5,N
18731,2005,6,N
18731,2006,7,N
18731,2007,8,N
18732,2002,3,N
18733,2003,3,N
18733,2004,4,N
18733,2005,5,N
18733,2006,6,N
18734,2003,3,R
18734,2004,4,N
18734,2005,5,N
18734,2006,6,N
18734,2007,7,N
18735,2003,3,N
18735,2004,4,N
18735,2005,5,N
18735,2006,6,N
18735,2007,7,N
18736,2003,3,F
18736,2004,4,F
18736,2005,5,N
18738,2003,3,F
18738,2004,4,F
18739,2004,3,N
18739,2005,4,N
18739,2006,5,N
18739,2007,6,F
18740,2005,3,F
18740,2006,4,F
18740,2007,5,F
18741,2007,5,N
18742,2005,3,F
18742,2006,4,F
18742,2007,5,N
18744,2006,3,N
18744,2007,4,R
18745,2006,3,R
18745,2007,4,F
18746,2006,3,N
18746,2007,4,N
18747,2007,3,N
18751,2001,12,F
18752,2001,11,F
18752,2002,12,F
18753,2001,11,F
18753,2002,12,R
18755,2001,11,N
18755,2002,12,N
18756,2001,10,F
18756,2002,11,N
18757,2001,9,F
18758,2001,9,F
18758,2002,10,R
18758,2003,11,F
18758,2004,12,N
18759,2001,9,N
18759,2002,10,F
18760,2001,8,F
18760,2002,9,N
18760,2003,10,N
18760,2004,11,N
18760,2005,12,F
18762,2001,8,F
18762,2002,9,F
18762,2005,10,R
18763,2001,7,F
18763,2002,8,F
18763,2003,9,F
18763,2004,10,F
18763,2005,11,F
18763,2006,11,F
18764,2001,7,N
18764,2002,8,N
18764,2003,9,N
18764,2004,10,N
18764,2005,11,R
18764,2006,12,F
18765,2001,7,F
18765,2003,9,F
18765,2004,10,N
18765,2005,10,F
18766,2003,9,F
18768,2001,7,N
18768,2002,8,N
18768,2003,9,N
18769,2001,6,R
18769,2002,7,R
18769,2003,8,F
18769,2004,9,N
18769,2005,10,N
18769,2006,11,N
18769,2007,12,F
18770,2001,5,F
18770,2002,6,F
18770,2003,7,F
18770,2004,8,F
18770,2005,9,F
18770,2006,10,N
18770,2007,11,F
18771,2001,5,N
18771,2006,10,N
18771,2007,11,F
18772,2001,5,N
18772,2002,6,N
18772,2003,7,N
18772,2004,8,F
18772,2005,9,N
18772,2006,10,N
18772,2007,11,N
18773,2001,5,R
18773,2002,6,F
18773,2003,7,F
18773,2004,8,F
18773,2005,9,R
18773,2007,11,R
18774,2006,10,F
18776,2001,4,F
18776,2002,5,F
18776,2003,6,F
18776,2004,7,F
18776,2005,8,F
18776,2006,9,F
18777,2004,7,N
18777,2005,8,F
18777,2006,9,F
18777,2007,10,F
18778,2004,7,N
18778,2005,8,R
18778,2006,9,N
18778,2007,10,F
18779,2001,3,N
18779,2002,4,N
18779,2003,5,N
18779,2004,6,N
18779,2006,8,N
18779,2007,9,N
18780,2001,4,R
18780,2002,5,R
18780,2003,6,F
18781,2001,3,N
18781,2002,4,N
18781,2003,5,N
18781,2004,6,N
18781,2005,7,N
18782,2002,3,F
18784,2003,3,F
18784,2004,4,R
18784,2005,5,N
18784,2006,6,N
