sid,school_year,grade_level,ever_frpl
17384,2003,7,1
17384,2004,8,1
17384,2005,9,1
17384,2007,10,1
17385,2001,5,1
17385,2002,6,1
17385,2004,8,1
17387,2001,5,1
17387,2002,6,1
17387,2003,7,1
17387,2004,8,1
17387,2005,9,1
17387,2006,10,1
17387,2007,11,1
17388,2001,5,1
17388,2002,6,1
17389,2001,4,1
17389,2002,5,1
17389,2003,6,1
17389,2004,7,1
17389,2005,8,1
17389,2006,9,1
17389,2007,10,1
17390,2001,4,1
17390,2002,5,1
17390,2003,6,1
17390,2004,7,1
17390,2005,8,1
17390,2006,9,1
17390,2007,10,1
17391,2001,4,1
17391,2002,5,1
17391,2003,6,1
17391,2004,7,1
17391,2005,8,1
17391,2006,9,1
17391,2007,10,1
17392,2004,7,1
17392,2005,8,1
17392,2006,9,1
17392,2007,10,1
17394,2001,3,1
17394,2002,4,1
17394,2003,5,1
17394,2004,6,1
17394,2006,8,1
17394,2007,9,1
17395,2002,3,1
17395,2003,4,1
17395,2004,5,1
17395,2005,6,1
17395,2006,7,1
17395,2007,8,1
17396,2001,3,1
17396,2002,4,1
17396,2003,5,1
17396,2004,6,1
17396,2005,7,1
17396,2006,8,1
17396,2007,9,1
17398,2002,3,1
17398,2003,4,1
17398,2004,5,1
17398,2005,6,1
17398,2006,7,1
17398,2007,8,1
17399,2002,3,0
17399,2003,4,0
17399,2004,5,0
17399,2005,6,0
17399,2006,7,0
17399,2007,8,0
17400,2002,3,1
17400,2003,4,1
17400,2004,5,1
17400,2005,6,1
17401,2003,3,1
17401,2004,4,1
17401,2005,5,1
17403,2004,3,1
17403,2005,4,1
17403,2006,5,1
17403,2007,6,1
17404,2004,3,1
17404,2005,4,1
17404,2006,5,1
17405,2007,6,0
17406,2005,3,1
17406,2006,4,1
17407,2005,3,1
17407,2006,4,1
17407,2007,5,1
17409,2006,3,1
17409,2007,4,1
17410,2006,3,1
17410,2007,4,1
17411,2006,3,0
17411,2007,4,0
17412,2006,3,1
17412,2007,4,1
17414,2007,3,1
17418,2001,12,1
17420,2001,11,1
17420,2002,12,1
17421,2001,10,0
17421,2002,11,0
17421,2003,12,0
17422,2001,10,1
17422,2002,11,1
17422,2003,12,1
17422,2004,12,1
17423,2001,10,1
17423,2002,11,1
17423,2003,12,1
17425,2001,10,1
17425,2002,11,1
17425,2003,12,1
17426,2001,9,1
17426,2002,10,1
17426,2003,11,1
17426,2004,12,1
17427,2001,9,1
17427,2002,10,1
17427,2003,11,1
17427,2004,12,1
17429,2002,9,0
17430,2001,8,1
17430,2002,9,1
17430,2003,10,1
17430,2004,11,1
17430,2005,12,1
17431,2001,8,1
17431,2002,9,1
17431,2003,10,1
17431,2004,11,1
17431,2005,12,1
17432,2001,8,1
17432,2002,9,1
17432,2003,10,1
17432,2004,11,1
17432,2005,12,1
17433,2001,8,1
17433,2002,9,1
17433,2003,10,1
17433,2004,11,1
17433,2005,11,1
17434,2001,7,0
17434,2002,8,0
17436,2001,7,1
17436,2002,8,1
17436,2003,9,1
17436,2004,10,1
17436,2005,11,1
17436,2006,12,1
17437,2001,7,1
17437,2002,8,1
17437,2003,9,1
17437,2004,10,1
17437,2005,11,1
17437,2006,12,1
17438,2001,6,1
17438,2002,7,1
17438,2003,8,1
17438,2004,9,1
17438,2005,10,1
17438,2006,11,1
17438,2007,12,1
17439,2001,6,1
17439,2002,7,1
17439,2003,8,1
17439,2004,9,1
17440,2001,5,1
17440,2002,6,1
17440,2003,7,1
17440,2004,8,1
17442,2003,7,1
17442,2004,8,1
17442,2005,9,1
17442,2006,10,1
17442,2007,11,1
17443,2001,5,1
17443,2002,6,1
17443,2003,7,1
17443,2004,8,1
17443,2005,9,1
17443,2006,10,1
17443,2007,10,1
17444,2001,5,1
17444,2002,6,1
17444,2003,7,1
17444,2004,8,1
17445,2001,4,1
17445,2002,5,1
17445,2003,6,1
17445,2004,7,1
17445,2005,8,1
17445,2006,9,1
17445,2007,10,1
17446,2003,7,1
17446,2004,8,1
17446,2005,9,1
17446,2006,10,1
17446,2007,11,1
17448,2007,10,1
17449,2001,3,1
17449,2002,4,1
17449,2003,5,1
17449,2004,6,1
17450,2002,4,0
17450,2003,5,0
17450,2004,6,0
17451,2001,3,1
17451,2002,4,1
17451,2003,5,1
17451,2004,6,1
17451,2005,7,1
17451,2006,8,1
17451,2007,9,1
17452,2005,7,1
17452,2006,8,1
17452,2007,9,1
17454,2003,4,1
17455,2002,3,0
17455,2003,4,0
17456,2002,3,1
17456,2003,4,1
17456,2004,5,1
17456,2005,6,1
17456,2006,7,1
17456,2007,8,1
17457,2006,6,1
17459,2006,5,0
17459,2007,6,0
17460,2003,3,1
17460,2004,4,1
17460,2005,5,1
17460,2006,6,1
17461,2004,3,1
17461,2005,4,1
17461,2006,5,1
17461,2007,6,1
17462,2004,3,1
17462,2005,4,1
17462,2006,5,1
17463,2004,3,1
17463,2005,4,1
17463,2006,5,1
17463,2007,6,1
17464,2005,4,1
17464,2006,5,1
17464,2007,6,1
17465,2005,3,0
17465,2006,4,0
17466,2005,3,1
17466,2006,4,1
17466,2007,5,1
17468,2006,3,0
17469,2006,3,1
17469,2007,4,1
17470,2007,3,0
17472,2001,12,1
17473,2001,12,0
17474,2001,12,1
17475,2001,12,0
17476,2001,11,1
17476,2002,11,1
17478,2002,12,1
17479,2001,9,0
17479,2002,10,0
17479,2003,11,0
17479,2004,12,0
17480,2001,10,1
17480,2002,11,1
17480,2003,12,1
17481,2001,10,1
17481,2002,11,1
17481,2003,12,1
17483,2004,10,1
17483,2005,10,1
17484,2001,9,1
17484,2002,9,1
17484,2003,9,1
17484,2004,11,1
17485,2002,10,1
17485,2003,11,1
17485,2004,12,1
17486,2001,8,1
17486,2002,9,1
17486,2003,10,1
17486,2004,11,1
17486,2005,12,1
17487,2001,8,1
17487,2002,9,1
17487,2003,10,1
17487,2004,10,1
17487,2005,11,1
17488,2001,7,1
17488,2002,8,1
17488,2003,9,1
17488,2004,10,1
17488,2005,10,1
17488,2007,11,1
17490,2001,6,1
17490,2002,7,1
17490,2003,8,1
17490,2004,9,1
17490,2007,12,1
17491,2001,7,1
17491,2002,8,1
17491,2003,9,1
17491,2004,10,1
17491,2005,11,1
17491,2006,11,1
17492,2001,7,1
17492,2002,8,1
17492,2003,9,1
17492,2004,10,1
17492,2005,11,1
17492,2006,12,1
17492,2007,12,1
17493,2005,10,1
17493,2006,11,1
17493,2007,12,1
17495,2002,7,1
17495,2003,8,1
17495,2004,9,1
17495,2005,10,1
17495,2006,11,1
17495,2007,12,1
17496,2001,5,1
17496,2002,6,1
17496,2003,7,1
17496,2004,8,1
17496,2005,9,1
17496,2006,10,1
17496,2007,11,1
17497,2003,8,1
17497,2004,9,1
17497,2005,10,1
17497,2006,11,1
17497,2007,12,1
17498,2001,5,1
17498,2002,6,1
17498,2003,7,1
17498,2006,10,1
17498,2007,11,1
17499,2001,4,1
17499,2002,5,1
17499,2003,6,1
17499,2005,8,1
17499,2006,9,1
17499,2007,10,1
17500,2001,5,1
17500,2002,6,1
17500,2003,7,1
17500,2004,8,1
17500,2005,9,1
17500,2006,10,1
17500,2007,11,1
17502,2001,3,1
17502,2002,4,1
17503,2002,5,1
17503,2003,6,1
17503,2004,7,1
17504,2001,4,1
17504,2002,5,1
17504,2003,6,1
17504,2005,8,1
17504,2006,9,1
17504,2007,10,1
17505,2001,4,1
17505,2002,5,1
17505,2003,6,1
17505,2004,7,1
17505,2005,8,1
17505,2006,9,1
17507,2002,3,1
17507,2003,4,1
17507,2004,5,1
17507,2005,6,1
17507,2006,7,1
17507,2007,8,1
17508,2005,7,1
17508,2006,8,1
17508,2007,9,1
17509,2001,3,1
17509,2002,4,1
17509,2003,5,1
17509,2004,6,1
17509,2005,7,1
17509,2006,8,1
17509,2007,9,1
17511,2003,4,1
17512,2002,3,1
17512,2003,4,1
17512,2004,5,1
17512,2005,6,1
17512,2006,7,1
17512,2007,8,1
17513,2003,3,0
17513,2004,4,0
17513,2005,5,0
17513,2006,6,0
17513,2007,7,0
17514,2003,3,0
17514,2004,4,0
17514,2005,5,0
17514,2006,6,0
17515,2005,5,1
17515,2006,6,1
17515,2007,7,1
17516,2003,3,1
17516,2004,4,1
17516,2005,5,1
17516,2006,6,1
17516,2007,7,1
17517,2006,6,1
17517,2007,7,1
17518,2004,3,1
17518,2005,4,1
17518,2006,5,1
17518,2007,6,1
17519,2006,4,1
17519,2007,5,1
17520,2004,3,1
17522,2005,3,1
17522,2006,4,1
17522,2007,5,1
17523,2007,4,1
17524,2007,3,0
17525,2006,3,0
17525,2007,4,0
17526,2007,3,1
17529,2001,12,1
17530,2001,12,0
17531,2001,11,1
17531,2002,12,1
17532,2001,11,0
17532,2002,12,0
17533,2001,11,0
17533,2002,12,0
17534,2001,11,1
17534,2002,12,1
17534,2003,12,1
17536,2001,9,0
17536,2002,10,0
17537,2001,9,0
17538,2002,10,1
17538,2003,10,1
17539,2001,9,0
17540,2001,9,1
17540,2002,9,1
17540,2003,9,1
17541,2001,9,0
17541,2003,11,0
17541,2004,12,0
17543,2003,8,1
17543,2004,9,1
17543,2005,10,1
17543,2006,11,1
17543,2007,12,1
17544,2001,8,1
17544,2002,9,1
17544,2003,10,1
17544,2004,11,1
17544,2005,12,1
17545,2001,8,1
17545,2002,9,1
17545,2003,10,1
17545,2004,11,1
17545,2005,12,1
17546,2001,7,0
17546,2002,8,0
17546,2003,9,0
17546,2004,10,0
17546,2005,11,0
17546,2006,12,0
17547,2002,7,1
17547,2003,8,1
17547,2004,9,1
17547,2005,10,1
17547,2006,11,1
17547,2007,12,1
17549,2004,9,1
17549,2005,10,1
17549,2006,11,1
17550,2001,6,1
17550,2002,7,1
17550,2003,8,1
17550,2004,9,1
17550,2005,10,1
17550,2006,11,1
17551,2001,6,1
17551,2002,7,1
17551,2003,8,1
17551,2004,9,1
17551,2005,10,1
17551,2006,11,1
17551,2007,12,1
17553,2001,5,1
17553,2002,6,1
17554,2001,5,1
17554,2002,6,1
17554,2003,7,1
17554,2004,8,1
17554,2005,9,1
17554,2006,10,1
17554,2007,11,1
17555,2001,4,1
17555,2002,5,1
17555,2003,6,1
17557,2001,5,1
17557,2002,6,1
17557,2003,7,1
17557,2004,8,1
17557,2005,9,1
17557,2006,10,1
17557,2007,11,1
17558,2001,3,1
17558,2002,4,1
17558,2003,5,1
17558,2004,6,1
17558,2005,7,1
17558,2006,8,1
17558,2007,9,1
17559,2003,6,1
17560,2004,7,1
17560,2005,8,1
17560,2006,9,1
17562,2001,3,1
17562,2002,4,1
17562,2003,5,1
17562,2004,6,1
17562,2005,7,1
17562,2006,8,1
17562,2007,9,1
17563,2004,6,1
17563,2005,7,1
17563,2006,8,1
17563,2007,9,1
17564,2001,3,1
17564,2002,4,1
17564,2003,5,1
17564,2004,6,1
17566,2002,3,1
17566,2003,4,1
17566,2004,5,1
17566,2005,6,1
17566,2006,7,1
17566,2007,8,1
17567,2003,3,0
17567,2004,4,0
17567,2005,5,0
17567,2006,6,0
17567,2007,7,0
17568,2002,3,1
17568,2003,4,1
17568,2004,5,1
17568,2005,6,1
17568,2006,7,1
17568,2007,8,1
17569,2003,3,1
17569,2004,4,1
17569,2005,5,1
17569,2006,6,1
17569,2007,7,1
17571,2004,4,0
17571,2005,5,0
17571,2006,6,0
17571,2007,7,0
17572,2003,3,1
17572,2004,4,1
17572,2005,5,1
17572,2006,6,1
17572,2007,7,1
17573,2006,5,0
17573,2007,6,0
17574,2004,3,1
17575,2004,3,1
17575,2005,4,1
17575,2006,5,1
17575,2007,6,1
17577,2006,3,1
17577,2007,4,1
17578,2005,3,1
17578,2006,4,1
17578,2007,5,1
17579,2006,3,1
17579,2007,4,1
17580,2007,3,0
17582,2007,3,1
17583,2007,3,1
17587,2001,12,1
17588,2001,12,1
17588,2002,12,1
17589,2001,12,1
17590,2001,11,1
17590,2002,12,1
17592,2002,11,1
17593,2001,9,1
17593,2002,10,1
17593,2003,11,1
17593,2004,12,1
17594,2001,10,1
17594,2002,11,1
17594,2003,12,1
17595,2001,9,1
17595,2002,10,1
17595,2003,11,1
17595,2004,12,1
17597,2001,9,1
17597,2002,10,1
17597,2003,11,1
17598,2001,8,1
17598,2002,9,1
17598,2003,10,1
17599,2001,8,1
17599,2002,9,1
17599,2003,10,1
17599,2004,11,1
17599,2005,12,1
17601,2001,8,1
17602,2001,7,0
17602,2002,8,0
17602,2003,9,0
17602,2004,10,0
17602,2005,11,0
17602,2006,12,0
17603,2001,7,1
17603,2002,8,1
17603,2003,9,1
17603,2004,10,1
17603,2005,11,1
17603,2006,12,1
17604,2001,7,1
17604,2002,8,1
17604,2003,9,1
17604,2004,10,1
17604,2005,10,1
17604,2006,11,1
17604,2007,12,1
17605,2006,11,0
17607,2001,6,1
17607,2002,7,1
17607,2003,8,1
17607,2004,9,1
17608,2001,4,1
17608,2002,5,1
17608,2003,6,1
17608,2004,7,1
17608,2005,8,1
17608,2006,9,1
17608,2007,10,1
17609,2001,5,1
17609,2002,6,1
17609,2003,7,1
17609,2006,10,1
17609,2007,11,1
17610,2001,6,1
17610,2002,7,1
17610,2003,8,1
17610,2004,9,1
17610,2005,10,1
17610,2006,11,1
17610,2007,12,1
17611,2001,6,1
17611,2002,7,1
17613,2001,4,1
17613,2002,5,1
17613,2003,6,1
17613,2004,7,1
17613,2005,8,1
17613,2006,9,1
17613,2007,10,1
17614,2004,7,1
17614,2005,8,1
17614,2006,9,1
17615,2001,4,0
17615,2002,5,0
17615,2003,6,0
17615,2004,7,0
17615,2005,8,0
17615,2006,9,0
17615,2007,10,0
17616,2001,3,1
17616,2002,4,1
17616,2003,5,1
17616,2004,6,1
17616,2005,7,1
17616,2006,8,1
17616,2007,9,1
17618,2001,4,1
17618,2002,5,1
17618,2003,6,1
17618,2004,7,1
17618,2005,8,1
17618,2006,9,1
17618,2007,10,1
17619,2001,3,1
17619,2002,3,1
17619,2003,4,1
17619,2004,5,1
17619,2005,6,1
17620,2001,3,1
17620,2002,4,1
17620,2003,5,1
17620,2004,6,1
17620,2005,7,1
17620,2006,8,1
17620,2007,9,1
17621,2002,3,0
17621,2003,4,0
17621,2004,5,0
17623,2002,3,1
17623,2003,4,1
17623,2004,5,1
17623,2005,6,1
17623,2006,7,1
17623,2007,8,1
17624,2002,3,1
17624,2003,4,1
17624,2004,5,1
17624,2005,6,1
17624,2006,7,1
17624,2007,8,1
17625,2004,5,1
17625,2005,6,1
17625,2006,7,1
17625,2007,8,1
17626,2002,3,1
17626,2003,3,1
17626,2004,4,1
17626,2005,5,1
17626,2007,7,1
17627,2003,3,1
17627,2006,6,1
17628,2003,3,0
17628,2004,4,0
17628,2005,5,0
17628,2006,6,0
17628,2007,7,0
17630,2004,3,0
17630,2005,4,0
17630,2006,5,0
17630,2007,6,0
17631,2004,3,1
17631,2005,4,1
17632,2007,6,1
17633,2004,3,1
17633,2005,4,1
17633,2006,5,1
17633,2007,6,1
17635,2005,3,1
17635,2006,4,1
17635,2007,5,1
17636,2005,3,1
17636,2006,3,1
17636,2007,4,1
17637,2005,3,0
17637,2006,3,0
17639,2007,3,1
17640,2006,3,1
17640,2007,4,1
17641,2007,3,1
17642,2007,3,0
17643,2001,11,1
17644,2001,12,1
17645,2001,12,1
17646,2001,12,0
17647,2002,12,0
17649,2001,11,1
17649,2002,11,1
17650,2001,10,1
17650,2002,10,1
17650,2003,12,1
17651,2001,9,1
17651,2002,10,1
17651,2003,10,1
17653,2001,9,1
17653,2002,9,1
17653,2003,9,1
17653,2004,10,1
17654,2001,8,1
17654,2002,9,1
17654,2003,10,1
17654,2004,11,1
17654,2005,12,1
17655,2001,9,1
17655,2002,10,1
17655,2003,11,1
17655,2004,12,1
17656,2001,9,1
17656,2002,10,1
17658,2001,7,1
17658,2002,8,1
17658,2003,9,1
17658,2004,10,1
17658,2005,11,1
17658,2006,12,1
17659,2001,8,0
17659,2002,9,0
17660,2001,8,1
17660,2002,9,1
17660,2003,10,1
17661,2002,9,1
17662,2001,6,1
17662,2002,7,1
17662,2003,8,1
17662,2004,9,1
17662,2005,10,1
17662,2006,10,1
17662,2007,11,1
17663,2003,7,1
17663,2004,9,1
17663,2005,10,1
17663,2006,11,1
17663,2007,12,1
17665,2001,6,1
17665,2002,7,1
17665,2003,8,1
17665,2004,9,1
17666,2001,6,1
17666,2002,7,1
17666,2003,8,1
17666,2004,9,1
17666,2005,10,1
17666,2006,10,1
17666,2007,12,1
17667,2001,5,1
17667,2002,6,1
17667,2003,7,1
17667,2004,8,1
17667,2005,9,1
17667,2006,10,1
17667,2007,11,1
17668,2001,6,1
17668,2002,7,1
17668,2003,8,1
17668,2004,9,1
17668,2005,10,1
17668,2006,11,1
17668,2007,12,1
17669,2001,5,1
17669,2002,6,1
17669,2003,7,1
17669,2004,8,1
17669,2005,9,1
17669,2006,10,1
17669,2007,11,1
17671,2001,5,0
17671,2002,6,0
17671,2003,7,0
17671,2004,8,0
17671,2005,9,0
17671,2006,10,0
17671,2007,11,0
17672,2001,5,1
17672,2002,6,1
17672,2003,7,1
17672,2004,8,1
17672,2005,9,1
17672,2006,10,1
17672,2007,11,1
17673,2001,4,1
17673,2002,5,1
17673,2003,6,1
17673,2004,7,1
17673,2005,8,1
17673,2006,9,1
17673,2007,10,1
17675,2002,5,1
17675,2003,6,1
17675,2004,7,1
17675,2005,8,1
17675,2006,9,1
17675,2007,10,1
17676,2001,4,1
17676,2002,5,1
17676,2003,6,1
17676,2005,7,1
17676,2006,8,1
17676,2007,9,1
17677,2003,6,1
17677,2004,7,1
17677,2005,8,1
17677,2006,9,1
17677,2007,10,1
17678,2001,3,1
17679,2001,3,1
17679,2002,4,1
17679,2003,5,1
17679,2004,6,1
17679,2005,7,1
17679,2006,8,1
17680,2001,3,1
17681,2002,3,0
17681,2003,4,0
17683,2002,3,0
17683,2003,4,0
17683,2004,5,0
17683,2007,8,0
17684,2002,3,1
17684,2003,4,1
17684,2004,5,1
17685,2002,3,0
17685,2003,4,0
17685,2004,5,0
17685,2005,6,0
17685,2006,7,0
17685,2007,8,0
17686,2003,3,1
17686,2004,3,1
17686,2005,4,1
17686,2006,5,1
17686,2007,6,1
17687,2004,3,1
17687,2005,4,1
17687,2006,5,1
17687,2007,6,1
17688,2004,3,1
17688,2005,4,1
17689,2003,3,0
17689,2004,4,0
17689,2005,5,0
17689,2006,6,0
17689,2007,7,0
17691,2004,3,1
17691,2005,4,1
17691,2006,5,1
17691,2007,6,1
17692,2005,3,1
17692,2006,4,1
17692,2007,5,1
17693,2005,3,1
17693,2006,4,1
17693,2007,5,1
17695,2006,3,1
17696,2006,3,1
17696,2007,4,1
17697,2006,3,1
17697,2007,4,1
17699,2007,3,1
17700,2007,3,1
17701,2001,12,0
17703,2001,12,1
17704,2001,12,1
17705,2001,11,0
17705,2002,12,0
17706,2001,10,1
17706,2002,11,1
17706,2003,12,1
17707,2001,11,1
17707,2002,12,1
17709,2001,9,1
17709,2002,10,1
17709,2003,11,1
17709,2004,12,1
17710,2001,10,1
17710,2002,10,1
17710,2003,11,1
17711,2001,9,1
17711,2002,10,1
17711,2003,11,1
17711,2004,12,1
17712,2001,8,1
17712,2002,9,1
17712,2003,9,1
17712,2004,9,1
17714,2005,12,0
17715,2001,8,1
17716,2001,8,1
17716,2002,9,1
17716,2003,10,1
17716,2004,11,1
17716,2005,12,1
17717,2001,7,1
17717,2005,11,1
17717,2006,10,1
17719,2001,6,1
17719,2004,9,1
17719,2005,10,1
17719,2006,11,1
17719,2007,12,1
17720,2001,7,1
17720,2002,8,1
17720,2003,9,1
17720,2004,10,1
17720,2005,11,1
17720,2006,12,1
17721,2002,7,1
17721,2003,8,1
17721,2004,9,1
17721,2005,10,1
17721,2006,11,1
17721,2007,12,1
17722,2001,7,1
17722,2002,8,1
17722,2003,9,1
17724,2001,6,1
17724,2002,7,1
17724,2003,8,1
17724,2004,9,1
17724,2005,10,1
17724,2007,12,1
17725,2001,6,1
17725,2002,7,1
17725,2003,8,1
17725,2004,9,1
17725,2005,10,1
17725,2006,10,1
17725,2007,10,1
17726,2001,5,1
17726,2002,6,1
17726,2003,7,1
17727,2001,5,1
17727,2002,6,1
17727,2003,7,1
17727,2004,8,1
17727,2005,9,1
17727,2006,10,1
17727,2007,11,1
17729,2001,3,1
17730,2001,5,1
17730,2002,6,1
17731,2007,10,1
17732,2001,4,1
17732,2002,5,1
17732,2003,6,1
17732,2004,7,1
17732,2005,8,1
17732,2006,9,1
17732,2007,10,1
17733,2006,9,0
17735,2005,7,1
17735,2006,8,1
17735,2007,9,1
17736,2001,3,1
17736,2002,4,1
17736,2003,5,1
17736,2004,6,1
17736,2005,7,1
17736,2006,8,1
17737,2001,3,1
17737,2002,4,1
17737,2003,5,1
17737,2004,6,1
17737,2005,7,1
17737,2006,8,1
17737,2007,9,1
17738,2002,3,1
17738,2003,4,1
17740,2005,6,1
17740,2006,7,1
17740,2007,8,1
17741,2002,3,1
17742,2002,3,1
17742,2003,4,1
17742,2004,5,1
17742,2005,6,1
17742,2006,7,1
17742,2007,8,1
17743,2002,3,1
17743,2003,4,1
17743,2004,5,1
17743,2005,6,1
17743,2006,7,1
17743,2007,8,1
17744,2003,3,1
17744,2004,4,1
17744,2005,5,1
17744,2006,6,1
17746,2003,3,0
17746,2004,4,0
17746,2005,5,0
17746,2006,6,0
17746,2007,7,0
17747,2007,6,0
17748,2004,3,1
17748,2005,4,1
17748,2007,6,1
17750,2005,3,1
17750,2006,4,1
17750,2007,5,1
17751,2005,3,0
17751,2006,4,0
17751,2007,5,0
17752,2006,3,0
17752,2007,4,0
17753,2006,3,1
17753,2007,4,1
17754,2006,3,1
17754,2007,3,1
17755,2006,3,1
17755,2007,4,1
17756,2007,3,1
17757,2007,3,1
17761,2001,12,1
17762,2001,12,1
17762,2002,12,1
17764,2001,11,1
17765,2002,10,1
17766,2001,9,1
17766,2002,10,1
17766,2003,11,1
17766,2004,12,1
17767,2003,10,1
17769,2001,9,1
17769,2002,10,1
17769,2003,11,1
17769,2004,12,1
17770,2001,9,0
17770,2002,10,0
17770,2003,11,0
17770,2004,11,0
17771,2001,9,0
17772,2001,9,1
17772,2002,10,1
17772,2003,11,1
17772,2004,12,1
17773,2004,11,1
17773,2005,12,1
17774,2001,7,0
17774,2002,8,0
17774,2003,9,0
17775,2001,8,1
17775,2002,9,1
17775,2003,10,1
17775,2004,11,1
17775,2005,12,1
17777,2001,7,1
17778,2001,6,1
17778,2002,7,1
17778,2003,8,1
17779,2001,7,1
17779,2002,8,1
17779,2003,9,1
17779,2004,10,1
17779,2005,11,1
17779,2006,12,1
17780,2003,7,1
17780,2004,8,1
17780,2006,10,1
17780,2007,10,1
17782,2001,6,0
17782,2002,7,0
17783,2001,6,1
17783,2002,7,1
17783,2003,8,1
17783,2004,9,1
17783,2005,10,1
17783,2006,11,1
17783,2007,12,1
17784,2002,6,0
17784,2003,7,0
17784,2004,8,0
17784,2005,9,0
17784,2006,10,0
17784,2007,10,0
17785,2001,5,1
17785,2002,6,1
17785,2003,7,1
17785,2004,8,1
17785,2005,9,1
17785,2006,10,1
17785,2007,11,1
17787,2004,8,1
17788,2001,5,1
17789,2002,5,1
17789,2003,6,1
17789,2004,7,1
17789,2005,9,1
17789,2006,10,1
17789,2007,11,1
17790,2001,4,0
17790,2002,5,0
17790,2003,6,0
17790,2004,7,0
17790,2005,8,0
17790,2006,9,0
17790,2007,10,0
17791,2005,7,1
17791,2006,8,1
17791,2007,9,1
17792,2001,3,1
17792,2002,4,1
17792,2003,5,1
17792,2004,6,1
17792,2005,7,1
17792,2006,8,1
17792,2007,9,1
17793,2001,3,1
17794,2001,3,0
17794,2002,4,0
17794,2003,5,0
17794,2004,6,0
17794,2005,7,0
17794,2006,8,0
17794,2007,9,0
17796,2001,3,1
17796,2002,4,1
17796,2003,5,1
17796,2004,6,1
17796,2005,7,1
17796,2006,8,1
17796,2007,9,1
17797,2002,3,0
17797,2003,4,0
17797,2004,5,0
17797,2005,6,0
17797,2006,7,0
17798,2002,3,0
17798,2003,4,0
17798,2004,5,0
17798,2005,6,0
17798,2006,7,0
17798,2007,8,0
17799,2003,3,0
17799,2004,4,0
17799,2005,5,0
17799,2006,6,0
17799,2007,7,0
17800,2002,3,1
17800,2005,5,1
17800,2006,6,1
17800,2007,7,1
17801,2003,3,1
17801,2004,4,1
17801,2005,5,1
17801,2006,6,1
17801,2007,7,1
17803,2006,6,1
17803,2007,7,1
17804,2003,3,1
17804,2004,4,1
17804,2005,5,1
17804,2006,6,1
17804,2007,7,1
17805,2004,3,1
17805,2005,4,1
17806,2004,3,1
17806,2005,4,1
17806,2006,4,1
17806,2007,5,1
17808,2005,3,1
17808,2006,4,1
17808,2007,5,1
17809,2006,4,0
17809,2007,5,0
17810,2005,3,1
17810,2006,4,1
17810,2007,5,1
17811,2006,3,1
17811,2007,4,1
17813,2007,3,1
17814,2007,3,1
17818,2001,12,0
17819,2001,11,0
17819,2002,12,0
17820,2001,10,1
17820,2002,11,1
17821,2001,10,1
17821,2002,11,1
17821,2003,12,1
17823,2001,10,1
17823,2002,11,1
17823,2003,12,1
17824,2001,10,1
17824,2002,10,1
17824,2003,12,1
17825,2001,9,1
17826,2001,9,0
17826,2002,10,0
17826,2003,11,0
17826,2004,12,0
17827,2001,8,1
17829,2001,7,1
17829,2002,8,1
17829,2003,9,1
17829,2004,10,1
17829,2005,11,1
17830,2001,8,1
17830,2002,9,1
17831,2001,8,1
17833,2001,7,1
17833,2002,8,1
17833,2003,9,1
17834,2002,7,1
17834,2003,8,1
17834,2004,9,1
17834,2005,10,1
17834,2006,11,1
17834,2007,12,1
17835,2001,6,1
17835,2002,7,1
17835,2003,8,1
17835,2004,9,1
17835,2005,10,1
17835,2006,11,1
17837,2001,5,1
17837,2002,6,1
17837,2003,7,1
17837,2004,8,1
17837,2005,9,1
17837,2006,10,1
17837,2007,11,1
17838,2002,7,1
17838,2003,8,1
17838,2004,9,1
17838,2005,10,1
17838,2006,11,1
17838,2007,12,1
17839,2001,6,0
17839,2002,7,0
17841,2001,5,1
17841,2002,6,1
17841,2003,7,1
17841,2004,8,1
17841,2005,9,1
17841,2006,9,1
17841,2007,9,1
17842,2001,5,1
17842,2002,6,1
17842,2003,7,1
17842,2004,8,1
17842,2005,9,1
17842,2006,10,1
17843,2001,5,1
17843,2002,6,1
17843,2003,7,1
17843,2004,8,1
17843,2005,9,1
17843,2006,10,1
17843,2007,11,1
17845,2005,9,1
17845,2006,10,1
17845,2007,11,1
17846,2001,4,0
17846,2002,5,0
17846,2003,6,0
17846,2007,10,0
17847,2001,4,1
17848,2001,4,1
17848,2002,5,1
17848,2006,8,1
17848,2007,9,1
17850,2001,3,1
17850,2002,4,1
17850,2003,5,1
17850,2004,6,1
17850,2005,7,1
17850,2006,8,1
17850,2007,9,1
17851,2001,3,1
17851,2002,4,1
17851,2003,5,1
17851,2004,6,1
17851,2005,7,1
17851,2006,8,1
17851,2007,9,1
17852,2002,3,1
17852,2003,4,1
17853,2002,3,1
17853,2003,4,1
17853,2004,5,1
17853,2005,6,1
17853,2006,7,1
17853,2007,8,1
17855,2002,3,1
17855,2003,4,1
17856,2003,3,1
17856,2004,4,1
17856,2005,5,1
17856,2006,6,1
17856,2007,7,1
17857,2003,3,0
17857,2004,4,0
17858,2003,3,1
17858,2004,4,1
17858,2005,5,1
17858,2006,6,1
17858,2007,7,1
17859,2004,3,0
17861,2005,4,1
17861,2006,5,1
17862,2004,3,1
17862,2005,4,1
17862,2006,5,1
17862,2007,6,1
17863,2005,3,1
17863,2006,4,1
17863,2007,5,1
17864,2007,4,1
17865,2006,3,0
17865,2007,4,0
17867,2006,3,1
17867,2007,4,1
17868,2006,3,1
17869,2007,3,1
