sid,school_year,race_ethnicity
18449,2003,B
18449,2004,B
18449,2005,B
18449,2006,B
18449,2007,B
18450,2001,B
18450,2002,B
18450,2003,B
18451,2001,W
18451,2002,W
18451,2003,W
18451,2004,W
18451,2005,W
18452,2001,A
18452,2002,A
18452,2003,A
18452,2004,A
18452,2005,A
18452,2006,A
18452,2007,A
18453,2004,B
18453,2005,B
18453,2006,B
18455,2001,B
18456,2001,M/O
18457,2001,B
18457,2002,B
18457,2003,B
18457,2004,B
18457,2005,B
18457,2006,B
18457,2007,B
18458,2002,B
18458,2003,B
18460,2001,H
18460,2002,H
18460,2003,H
18460,2004,H
18460,2005,H
18460,2006,H
18460,2007,H
18461,2002,B
18461,2003,B
18461,2004,B
18461,2005,B
18461,2006,B
18462,2002,B
18462,2003,B
18462,2004,B
18462,2005,B
18462,2006,B
18462,2007,B
18463,2003,W
18463,2004,W
18463,2005,W
18463,2006,W
18463,2007,W
18464,2004,B
18464,2005,B
18464,2006,B
18464,2007,B
18466,2003,B
18466,2004,B
18466,2005,B
18466,2006,B
18466,2007,B
18467,2004,B
18467,2005,B
18467,2006,B
18467,2007,B
18468,2004,B
18468,2005,B
18468,2006,B
18468,2007,B
18470,2005,B
18470,2006,B
18470,2007,B
18471,2005,B
18471,2006,B
18471,2007,B
18472,2005,B
18472,2006,B
18472,2007,B
18473,2006,M/O
18473,2007,M/O
18475,2006,W
18475,2007,W
18476,2007,B
18477,2007,W
18478,2007,A
18479,2001,B
18480,2001,B
18482,2001,B
18482,2002,B
18482,2003,B
18483,2001,B
18483,2002,B
18483,2003,B
18484,2001,A
18484,2002,A
18484,2003,A
18484,2004,A
18485,2001,B
18485,2002,B
18485,2003,B
18485,2004,B
18487,2001,B
18487,2002,B
18487,2003,B
18487,2004,B
18487,2005,B
18488,2001,B
18488,2002,B
18488,2003,B
18488,2004,B
18489,2001,B
18489,2002,B
18489,2003,B
18489,2004,B
18491,2001,H
18492,2001,B
18492,2002,B
18492,2003,B
18492,2004,B
18492,2005,B
18493,2001,B
18493,2002,B
18493,2004,B
18494,2001,B
18494,2002,B
18494,2003,B
18494,2004,B
18495,2001,A
18495,2002,A
18495,2003,A
18497,2001,H
18497,2002,H
18497,2003,H
18497,2004,H
18497,2005,H
18497,2006,H
18497,2007,H
18498,2001,B
18498,2002,B
18498,2003,B
18498,2004,B
18498,2005,B
18498,2006,B
18498,2007,B
18499,2005,H
18500,2001,B
18500,2002,B
18500,2003,B
18500,2004,B
18500,2005,B
18500,2006,B
18500,2007,B
18501,2001,B
18501,2002,B
18501,2003,B
18501,2004,B
18501,2005,B
18501,2006,B
18501,2007,B
18503,2007,B
18504,2001,B
18504,2002,B
18504,2003,B
18504,2004,B
18504,2005,B
18504,2006,B
18504,2007,B
18505,2004,B
18505,2005,B
18505,2006,B
18505,2007,B
18507,2002,W
18507,2003,W
18507,2004,W
18507,2005,W
18507,2006,W
18507,2007,W
18508,2001,B
18508,2002,B
18509,2004,A
18509,2005,A
18509,2006,A
18509,2007,A
18510,2001,B
18510,2002,B
18510,2003,B
18510,2004,B
18510,2005,B
18510,2006,B
18510,2007,B
18511,2001,B
18511,2002,B
18511,2003,B
18511,2004,B
18511,2005,B
18511,2006,B
18511,2007,B
18513,2003,W
18513,2004,W
18513,2005,W
18513,2006,W
18513,2007,W
18514,2002,B
18514,2003,B
18514,2004,B
18514,2005,B
18514,2006,B
18514,2007,B
18515,2003,H
18515,2004,H
18516,2002,B
18517,2002,B
18517,2003,B
18517,2004,B
18517,2005,B
18517,2006,B
18517,2007,B
18518,2005,W
18518,2006,W
18518,2007,W
18519,2003,A
18519,2004,A
18519,2005,A
18519,2007,A
18521,2003,A
18521,2004,A
18521,2005,A
18521,2006,A
18521,2007,A
18522,2006,B
18522,2007,B
18523,2004,B
18523,2005,B
18523,2006,B
18523,2007,B
18524,2004,B
18524,2005,B
18524,2006,B
18524,2007,B
18526,2005,H
18526,2006,H
18527,2005,B
18527,2006,B
18527,2007,B
18528,2005,W
18528,2006,W
18528,2007,W
18529,2006,B
18529,2007,B
18530,2006,H
18530,2007,H
18531,2007,A
18532,2007,B
18534,2001,B
18535,2001,B
18535,2002,B
18536,2001,B
18536,2002,B
18537,2001,H
18537,2002,H
18539,2001,B
18539,2002,B
18539,2003,B
18539,2004,B
18540,2001,B
18540,2002,B
18540,2003,B
18540,2004,B
18541,2001,B
18541,2002,B
18541,2003,B
18541,2004,B
18543,2002,B
18543,2003,B
18543,2004,B
18544,2001,B
18544,2002,B
18544,2003,B
18544,2004,B
18544,2005,B
18545,2001,B
18545,2002,B
18547,2001,W
18547,2002,W
18548,2002,B
18548,2003,B
18548,2004,B
18548,2005,B
18548,2006,B
18548,2007,B
18549,2001,B
18549,2002,B
18549,2003,B
18550,2001,A
18550,2002,A
18550,2003,A
18551,2001,B
18551,2002,B
18551,2003,B
18551,2004,B
18551,2005,B
18551,2006,B
18552,2001,W
18552,2002,W
18552,2004,W
18554,2003,B
18554,2004,B
18554,2005,B
18555,2002,B
18555,2003,B
18555,2004,B
18555,2005,B
18555,2006,B
18555,2007,B
18556,2005,B
18556,2006,B
18556,2007,B
18558,2004,B
18558,2005,B
18558,2006,B
18559,2001,A
18559,2002,A
18559,2003,A
18559,2004,A
18559,2005,A
18559,2006,A
18560,2003,H
18560,2005,H
18560,2006,H
18560,2007,H
18561,2001,B
18561,2002,B
18561,2003,B
18561,2006,B
18562,2002,A
18563,2001,B
18563,2002,B
18563,2003,B
18563,2004,B
18563,2005,B
18563,2006,B
18563,2007,B
18564,2001,H
18564,2002,H
18564,2003,H
18564,2004,H
18564,2005,H
18564,2006,H
18566,2001,B
18566,2002,B
18566,2003,B
18566,2004,B
18566,2005,B
18566,2006,B
18566,2007,B
18567,2001,B
18567,2002,B
18567,2003,B
18567,2004,B
18568,2001,B
18568,2002,B
18568,2003,B
18568,2004,B
18568,2005,B
18568,2006,B
18568,2007,B
18570,2002,W
18570,2003,W
18571,2002,B
18571,2003,B
18571,2004,B
18571,2005,B
18571,2006,B
18571,2007,B
18572,2002,B
18572,2003,B
18572,2004,B
18572,2005,B
18572,2006,B
18572,2007,B
18573,2003,B
18573,2004,B
18573,2005,B
18573,2006,B
18573,2007,B
18575,2003,B
18575,2004,B
18575,2005,B
18575,2006,B
18575,2007,B
18576,2004,B
18576,2005,B
18576,2006,B
18577,2007,B
18579,2005,B
18579,2006,B
18579,2007,B
18580,2005,W
18580,2006,W
18580,2007,W
18581,2006,B
18581,2007,B
18582,2006,B
18582,2007,B
18584,2007,B
18585,2007,B
18586,2007,W
18587,2007,A
18588,2001,B
18589,2001,A
18590,2001,W
18590,2002,W
18590,2003,W
18592,2001,W
18592,2002,W
18592,2003,W
18593,2001,B
18593,2002,B
18593,2003,B
18593,2004,B
18594,2001,B
18594,2002,B
18594,2003,B
18594,2004,B
18595,2001,B
18595,2002,B
18595,2003,B
18595,2004,B
18595,2005,B
18597,2001,B
18597,2002,B
18597,2003,B
18597,2004,B
18597,2005,B
18598,2001,W
18598,2002,W
18598,2003,W
18598,2004,W
18599,2001,B
18599,2002,B
18600,2003,B
18602,2006,B
18602,2007,B
18603,2001,A
18603,2002,A
18603,2003,A
18604,2001,B
18604,2002,B
18604,2003,B
18604,2004,B
18604,2005,B
18604,2006,B
18604,2007,B
18605,2001,B
18605,2002,B
18607,2001,B
18607,2002,B
18607,2003,B
18607,2004,B
18608,2001,B
18608,2002,B
18609,2001,B
18609,2002,B
18609,2003,B
18609,2004,B
18609,2005,B
18611,2001,B
18612,2001,B
18612,2002,B
18612,2003,B
18612,2004,B
18612,2005,B
18612,2006,B
18612,2007,B
18613,2001,B
18613,2002,B
18613,2003,B
18613,2004,B
18613,2005,B
18613,2006,B
18613,2007,B
18615,2001,B
18615,2002,B
18615,2003,B
18615,2004,B
18615,2005,B
18615,2006,B
18615,2007,B
18616,2006,B
18616,2007,B
18617,2004,B
18617,2005,B
18617,2006,B
18617,2007,B
18618,2003,H
18618,2004,H
18618,2005,H
18618,2006,H
18618,2007,H
18619,2001,A
18619,2002,A
18619,2004,A
18619,2005,A
18619,2006,A
18619,2007,A
18621,2001,W
18621,2003,W
18621,2004,W
18621,2005,W
18621,2006,W
18621,2007,W
18622,2001,B
18622,2002,B
18622,2003,B
18623,2002,B
18623,2003,B
18623,2004,B
18623,2005,B
18623,2006,B
18623,2007,B
18624,2004,B
18626,2003,B
18626,2004,B
18626,2005,B
18626,2006,B
18626,2007,B
18627,2003,B
18627,2004,B
18627,2005,B
18627,2006,B
18628,2003,B
18628,2004,B
18628,2005,B
18628,2006,B
18628,2007,B
18629,2004,A
18629,2005,A
18629,2006,A
18629,2007,A
18631,2004,W
18631,2005,W
18631,2006,W
18631,2007,W
18632,2004,H
18633,2005,B
18633,2006,B
18633,2007,B
18634,2005,B
18634,2006,B
18634,2007,B
18635,2006,B
18635,2007,B
18637,2007,H
18638,2006,B
18638,2007,B
18639,2007,B
18640,2006,H
18640,2007,H
18641,2001,B
18641,2002,B
18643,2001,H
18644,2001,B
18644,2002,B
18645,2001,A
18645,2002,A
18645,2003,A
18646,2001,H
18646,2002,H
18647,2001,B
18647,2002,B
18647,2003,B
18647,2004,B
18647,2005,B
18648,2001,H
18649,2001,B
18649,2002,B
18649,2003,B
18649,2004,B
18651,2001,B
18651,2004,B
18651,2005,B
18652,2001,B
18652,2002,B
18652,2003,B
18652,2004,B
18652,2005,B
18653,2001,B
18653,2002,B
18653,2003,B
18653,2004,B
18653,2005,B
18653,2006,B
18655,2001,B
18655,2002,B
18655,2003,B
18655,2004,B
18655,2005,B
18655,2006,B
18656,2001,B
18656,2002,B
18656,2003,B
18656,2004,B
18656,2005,B
18656,2006,B
18657,2001,B
18657,2002,B
18657,2003,B
18657,2004,B
18657,2005,B
18657,2006,B
18657,2007,B
18659,2002,H
18659,2003,H
18659,2004,H
18659,2005,H
18659,2006,H
18660,2001,H
18660,2002,H
18661,2001,B
18661,2002,B
18661,2003,B
18661,2004,B
18662,2001,B
18662,2002,B
18662,2003,B
18662,2004,B
18662,2005,B
18662,2006,B
18662,2007,B
18663,2001,B
18663,2002,B
18663,2003,B
18663,2004,B
18665,2001,H
18665,2002,H
18665,2005,H
18666,2007,B
18667,2001,B
18667,2002,B
18667,2003,B
18668,2006,B
18669,2001,A
18669,2002,A
18669,2003,A
18669,2004,A
18669,2005,A
18669,2006,A
18669,2007,A
18670,2006,W
18672,2004,W
18672,2005,W
18672,2006,W
18672,2007,W
18673,2001,M/O
18673,2002,NA
18673,2003,NA
18673,2004,NA
18673,2005,NA
18673,2006,M/O
18673,2007,M/O
18674,2001,A
18674,2002,A
18674,2003,A
18674,2004,A
18674,2005,A
18674,2006,A
18674,2007,A
18675,2001,B
18675,2002,B
18675,2003,B
18675,2004,B
18675,2005,B
18675,2006,B
18675,2007,B
18676,2006,H
18677,2002,B
18677,2003,B
18677,2004,B
18677,2005,B
18677,2006,B
18677,2007,B
18678,2002,B
18679,2002,A
18679,2003,A
18679,2004,A
18679,2005,A
18679,2006,A
18679,2007,B
18681,2007,W
18682,2003,B
18682,2004,B
18682,2005,B
18682,2006,B
18682,2007,B
18683,2004,B
18683,2005,B
18684,2004,B
18684,2005,B
18684,2006,B
18684,2007,B
18686,2005,A
18686,2006,A
18686,2007,A
18687,2005,B
18687,2006,B
18687,2007,B
18688,2004,B
18688,2005,B
18689,2005,A
18689,2006,A
18689,2007,A
18690,2005,B
18691,2006,A
18691,2007,A
18693,2007,B
18694,2001,B
18695,2001,B
18697,2001,B
18697,2002,B
18698,2002,B
18698,2003,B
18699,2001,W
18699,2002,W
18699,2003,W
18700,2001,B
18700,2002,B
18700,2003,B
18700,2004,B
18702,2001,B
18702,2002,B
18702,2003,B
18702,2004,B
18702,2005,B
18702,2006,B
18702,2007,B
18703,2001,H
18703,2002,H
18703,2003,H
18703,2004,H
18703,2005,H
18704,2001,B
18704,2002,B
18705,2004,W
18705,2005,W
18706,2001,B
18706,2002,B
18706,2006,B
18708,2001,H
18708,2002,H
18708,2003,H
18708,2004,H
18708,2005,H
18708,2006,H
18709,2001,B
18710,2001,B
18710,2002,B
18710,2003,B
18710,2004,B
18710,2005,B
18710,2006,B
18710,2007,B
18711,2001,B
18711,2002,B
18711,2003,B
18711,2004,B
18711,2005,B
18711,2006,B
18712,2001,A
18712,2002,A
18712,2003,A
18712,2004,A
18714,2001,B
18714,2002,B
18715,2001,H
18715,2002,H
18715,2003,H
18715,2004,H
18715,2005,H
18715,2007,H
18716,2001,B
18716,2002,B
18716,2003,B
18716,2004,B
18716,2005,B
18716,2006,B
18716,2007,B
18717,2006,B
18717,2007,B
18719,2001,B
18719,2002,B
18719,2003,B
18719,2006,B
18719,2007,B
18720,2001,B
18720,2002,B
18720,2003,B
18721,2001,B
18722,2001,W
18722,2002,W
18722,2003,W
18722,2004,W
18722,2005,W
18722,2006,W
18722,2007,W
18723,2002,W
18723,2003,W
18723,2004,W
18723,2005,W
18723,2006,W
18723,2007,W
18725,2001,B
18725,2002,B
18725,2005,B
18725,2006,B
18725,2007,B
18726,2001,H
18726,2002,H
18726,2003,H
18726,2004,H
18726,2005,H
18726,2007,H
18727,2001,B
18727,2002,B
18727,2003,B
18728,2001,H
18728,2002,H
18728,2003,H
18728,2004,H
18728,2005,H
18728,2006,H
18728,2007,H
18729,2002,B
18729,2003,B
18729,2004,B
18729,2005,B
18729,2006,B
18729,2007,B
18731,2002,H
18731,2003,H
18731,2004,H
18731,2005,H
18731,2006,H
18731,2007,H
18732,2002,A
18733,2003,B
18733,2004,B
18733,2005,B
18733,2006,B
18734,2003,B
18734,2004,B
18734,2005,B
18734,2006,B
18734,2007,B
18735,2003,A
18735,2004,A
18735,2005,A
18735,2006,A
18735,2007,A
18736,2003,B
18736,2004,B
18736,2005,B
18738,2003,B
18738,2004,B
18739,2004,A
18739,2005,A
18739,2006,A
18739,2007,A
18740,2005,B
18740,2006,B
18740,2007,B
18741,2007,W
18742,2005,B
18742,2006,B
18742,2007,B
18744,2006,B
18744,2007,B
18745,2006,B
18745,2007,B
18746,2006,W
18746,2007,W
18747,2007,B
18749,2001,B
18750,2001,M/O
18751,2001,B
18751,2002,B
18752,2001,W
18752,2002,W
18752,2003,W
18753,2001,B
18753,2002,B
18753,2003,B
18755,2001,H
18755,2002,H
18755,2003,H
18756,2001,B
18756,2002,B
18757,2001,B
18758,2001,B
18758,2002,B
18758,2003,B
18758,2004,B
18758,2005,B
18759,2001,W
18759,2002,W
18760,2001,W
18760,2002,W
18760,2003,W
18760,2004,W
18760,2005,W
18760,2006,W
18762,2001,H
18762,2002,H
18762,2005,H
18763,2001,B
18763,2002,B
18763,2003,B
18763,2004,B
18763,2005,B
18763,2006,B
18763,2007,B
18764,2001,B
18764,2002,B
18764,2003,B
18764,2004,B
18764,2005,B
18764,2006,B
18764,2007,B
18765,2001,W
18765,2003,W
18765,2004,W
18765,2005,W
18766,2003,B
18768,2001,H
18768,2002,H
18768,2003,H
18768,2007,H
18769,2001,B
18769,2002,B
18769,2003,B
18769,2004,B
18769,2005,B
18769,2006,B
18769,2007,B
18770,2001,B
18770,2002,B
18770,2003,B
18770,2004,B
18770,2005,B
18770,2006,B
18770,2007,B
18771,2001,W
18771,2006,W
18771,2007,W
18772,2001,W
18772,2002,W
18772,2003,W
18772,2004,W
18772,2005,W
18772,2006,W
18772,2007,W
18773,2001,B
18773,2002,B
18773,2003,B
18773,2004,B
18773,2005,B
18773,2007,B
18774,2006,H
18776,2001,H
18776,2002,H
18776,2003,H
18776,2004,H
18776,2005,H
18776,2006,H
18777,2004,B
18777,2005,B
18777,2006,B
18777,2007,B
18778,2004,W
18778,2005,W
18778,2006,W
18778,2007,W
18779,2001,A
18779,2002,A
18779,2003,A
18779,2004,A
18779,2006,A
18779,2007,A
18780,2001,B
18780,2002,B
18780,2003,B
18781,2001,A
18781,2002,A
18781,2003,A
18781,2004,A
18781,2005,A
18782,2002,B
18784,2003,B
18784,2004,B
18784,2005,B
18784,2006,B
18784,2007,B
18785,2002,A
18785,2003,B
18785,2004,B
18785,2005,B
18785,2006,B
18785,2007,B
18786,2007,B
18787,2004,W
18787,2005,W
18787,2006,W
18787,2007,W
18788,2003,B
18788,2004,B
18788,2005,B
18788,2006,B
18790,2004,B
18790,2005,B
18791,2004,B
18791,2005,B
18791,2006,B
18791,2007,B
18792,2006,H
18793,2005,B
18793,2006,B
18793,2007,B
18795,2005,B
18795,2006,B
18795,2007,B
18796,2006,B
18796,2007,B
18797,2006,B
18797,2007,B
18799,2007,B
18800,2007,B
18801,2007,B
18802,2001,W
18804,2001,B
18804,2002,B
18805,2002,H
18806,2001,B
18806,2002,B
18807,2001,H
18807,2002,H
18807,2003,H
18808,2001,B
18808,2002,B
18808,2003,B
18808,2004,B
18810,2001,B
18810,2002,B
18810,2003,B
18811,2001,H
18811,2002,H
18812,2003,H
18812,2004,H
18813,2001,B
18813,2002,B
18813,2003,B
18813,2004,B
18813,2005,B
18813,2006,B
18814,2001,H
18814,2002,H
18814,2003,H
18814,2004,H
18814,2005,H
18814,2006,H
18815,2001,B
18815,2002,B
18815,2003,B
18815,2004,B
18815,2005,B
18815,2006,B
18817,2001,B
18817,2004,B
18818,2001,B
18818,2002,B
18818,2003,B
18818,2004,B
18818,2006,B
18819,2001,B
18819,2002,B
18819,2003,B
18820,2004,W
18820,2005,W
18820,2006,W
18822,2001,H
18822,2002,H
18822,2003,H
18822,2004,H
18822,2005,H
18822,2006,H
18822,2007,H
18823,2001,B
18823,2002,B
18823,2003,B
18823,2004,B
18823,2005,B
18823,2006,B
18823,2007,B
18824,2001,A
18824,2002,A
18824,2003,A
18824,2004,A
18825,2001,B
18825,2002,B
18825,2003,B
18825,2004,B
18825,2005,B
18825,2006,B
18825,2007,B
18826,2001,B
18826,2002,B
18826,2003,B
18826,2004,B
18826,2005,B
18826,2006,B
18826,2007,B
18828,2001,B
18828,2002,B
18828,2003,B
18828,2004,B
18828,2005,B
18828,2006,B
18828,2007,B
18829,2001,B
18829,2002,B
18829,2007,B
18830,2001,H
18830,2002,H
18830,2003,H
18830,2004,H
18831,2001,B
18831,2002,B
18831,2003,B
18831,2004,B
18831,2005,B
18831,2006,B
18831,2007,B
18833,2001,B
18834,2001,B
18834,2002,B
18834,2003,B
18834,2004,B
18834,2005,B
18834,2006,B
18834,2007,B
18835,2001,B
18835,2002,B
18835,2003,B
18835,2004,B
18835,2005,B
18835,2006,B
18835,2007,B
18837,2002,B
18837,2003,B
18837,2004,B
18837,2005,B
18838,2002,B
18838,2003,B
18838,2004,B
18838,2005,B
18838,2006,B
18838,2007,B
18839,2002,B
18841,2006,B
18841,2007,B
18842,2003,B
18843,2006,W
18844,2005,B
18844,2006,B
18846,2004,B
18846,2005,B
18846,2006,B
18846,2007,B
18847,2004,B
18847,2005,B
18847,2006,B
18847,2007,B
18848,2004,B
18850,2005,B
18850,2006,B
18850,2007,B
18851,2005,W
18851,2006,W
18851,2007,W
18852,2006,B
18852,2007,B
18853,2006,H
18853,2007,H
18854,2007,H
18855,2007,B
18856,2006,W
18856,2007,W
18857,2007,W
18858,2001,H
18860,2001,B
18861,2001,W
18861,2002,W
18861,2003,W
18862,2001,B
18862,2002,B
18862,2003,B
18863,2001,B
18863,2002,B
18863,2003,B
18863,2004,B
18864,2001,W
18864,2002,W
18864,2003,W
18865,2001,A
18866,2001,H
18866,2003,H
18866,2004,H
18868,2001,B
18868,2002,B
18868,2003,B
18868,2004,B
18869,2001,H
18869,2002,H
18869,2003,H
18869,2004,H
18869,2005,H
18870,2001,B
18870,2002,B
18870,2003,B
18870,2004,B
18870,2005,B
18870,2006,B
18871,2002,H
18871,2003,H
18871,2004,H
18871,2005,H
18872,2001,A
18872,2002,A
18872,2003,A
18872,2004,A
18872,2005,A
18872,2006,A
18873,2001,B
18873,2002,B
18873,2003,B
18875,2001,A
18875,2002,A
18875,2003,A
18875,2004,A
18875,2005,A
18875,2006,A
18875,2007,A
18876,2001,B
18876,2002,B
18876,2003,B
18876,2004,B
18876,2005,B
18876,2006,B
18876,2007,B
18877,2001,B
18877,2002,B
18877,2003,B
18877,2007,B
18878,2006,M/O
18878,2007,M/O
18879,2001,B
18879,2002,B
18879,2003,B
18879,2004,B
18879,2005,B
18879,2006,B
18879,2007,B
18881,2001,A
18881,2002,A
18881,2005,A
18881,2006,A
18882,2001,B
18882,2002,B
18882,2003,B
18882,2004,B
18882,2005,B
18882,2006,B
18882,2007,B
18883,2001,H
18883,2002,H
18883,2003,H
18883,2005,H
18883,2006,H
18884,2001,B
18884,2002,B
18884,2003,B
18884,2004,B
18884,2005,B
18884,2006,B
18884,2007,B
18885,2001,B
18885,2002,B
18885,2003,B
18885,2004,B
18887,2001,A
18888,2002,B
18888,2003,B
18888,2004,B
18888,2005,B
18888,2006,B
18888,2007,B
18889,2001,B
18889,2002,B
18889,2003,B
18889,2004,B
18889,2005,B
18889,2006,B
18889,2007,B
18890,2007,B
18891,2001,W
18891,2002,W
18891,2003,W
18891,2004,W
18891,2005,W
18891,2006,W
18892,2001,A
18892,2002,A
18894,2006,B
18894,2007,B
18895,2002,B
18895,2003,B
18895,2004,B
18895,2005,B
18895,2006,B
18895,2007,B
18896,2002,B
18896,2003,B
18896,2004,B
18896,2005,B
18896,2006,B
18896,2007,B
18898,2002,A
18898,2003,A
18898,2004,A
18898,2005,A
18899,2006,B
18899,2007,B
18900,2003,B
18900,2004,B
18900,2005,B
18900,2006,B
18900,2007,B
18901,2003,B
18901,2004,B
18901,2005,B
18901,2006,B
18901,2007,B
18903,2005,H
18903,2006,H
18903,2007,H
18904,2006,H
18904,2007,H
18905,2004,A
18906,2005,B
18906,2006,B
18906,2007,B
18907,2005,A
18907,2006,A
18907,2007,A
18908,2006,H
18909,2007,W
18910,2006,B
18910,2007,B
18911,2007,B
18913,2001,B
18914,2001,B
18915,2001,H
18915,2002,H
18916,2001,H
18917,2001,H
18917,2002,H
18918,2001,B
18920,2001,B
18921,2001,H
18921,2003,H
18922,2001,A
18923,2001,B
18923,2002,B
18923,2003,B
18923,2004,B
18923,2005,B
18924,2001,A
18924,2002,A
18924,2003,A
18924,2004,A
18924,2005,A
18925,2001,B
18925,2002,B
18925,2003,B
18925,2004,B
18925,2005,B
18925,2006,B
18927,2001,B
18927,2002,B
18928,2001,H
18928,2002,H
18928,2003,H
18929,2001,A
18929,2002,A
18929,2003,A
18929,2004,A
18929,2005,A
18929,2006,A
18929,2007,A
18930,2003,B
18930,2004,B
18930,2005,B
18930,2006,B
18931,2001,H
18932,2003,B
18934,2001,B
18934,2002,B
18934,2003,B
18934,2004,B
18934,2005,B
18934,2006,B
18934,2007,B
18935,2002,B
18935,2005,B
18935,2006,B
18935,2007,B
18936,2001,B
18936,2003,B
18936,2004,B
18936,2005,B
18936,2006,B
18936,2007,B
18938,2001,B
18938,2002,B
18939,2001,B
18940,2002,B
18942,2001,B
18942,2002,B
18942,2003,B
18942,2004,B
18942,2005,B
18942,2006,B
18942,2007,B
18943,2001,B
18943,2002,B
18943,2003,B
18943,2004,B
18943,2005,B
18943,2006,B
18943,2007,B
18944,2001,H
18944,2002,H
18945,2001,H
18945,2002,H
18945,2003,H
18945,2004,H
18945,2005,H
18945,2006,H
18945,2007,H
18946,2001,B
18946,2002,B
18947,2001,W
18947,2002,W
18947,2003,W
18947,2004,W
18947,2005,W
18947,2006,W
18948,2002,W
18948,2003,W
18948,2004,W
18948,2005,W
18948,2006,W
18948,2007,W
18950,2002,B
18950,2003,B
18950,2004,B
18950,2005,B
18950,2006,B
18950,2007,B
18951,2002,B
18951,2003,B
18951,2004,B
18952,2003,A
18952,2004,A
18952,2005,A
18952,2006,A
18952,2007,A
18953,2003,B
18953,2004,B
18953,2005,B
18953,2006,B
18953,2007,B
18955,2004,B
18955,2005,B
18955,2006,B
18955,2007,B
18956,2004,B
18956,2005,B
18956,2006,B
18956,2007,B
18957,2005,B
18957,2006,B
18957,2007,B
18958,2005,H
18958,2006,H
18958,2007,H
18959,2005,W
18959,2006,W
18959,2007,W
18961,2006,B
18961,2007,B
18962,2005,H
18962,2006,H
18962,2007,H
18963,2007,A
18964,2007,B
18965,2007,B
18967,2001,B
18967,2002,B
18968,2001,B
18968,2002,B
18969,2001,B
18969,2002,B
18969,2003,B
18969,2004,B
18971,2001,B
18971,2002,B
18971,2003,B
18971,2004,B
18972,2001,B
18972,2002,B
18972,2003,B
18972,2004,B
18973,2001,A
18973,2002,A
18973,2003,A
18974,2004,B
18975,2002,H
18976,2001,H
18976,2002,H
18976,2003,H
18976,2004,H
18976,2005,H
18978,2002,H
18978,2003,H
18978,2004,H
18978,2005,H
18978,2006,H
18979,2003,B
18979,2004,B
18980,2001,B
18980,2002,B
18980,2003,B
18980,2004,B
18980,2005,B
18980,2006,B
18981,2002,B
18981,2003,B
18981,2004,B
18981,2005,B
18983,2005,A
18983,2006,A
18983,2007,A
18984,2001,W
18984,2002,W
18984,2003,W
18984,2004,W
18985,2001,B
18985,2002,B
18985,2003,B
18985,2004,B
18985,2005,B
18985,2006,B
18985,2007,B
18986,2001,B
18986,2002,B
18986,2003,B
18986,2004,B
18986,2005,B
18986,2006,B
18986,2007,B
18987,2003,B
18987,2004,B
18987,2005,B
18987,2006,B
18987,2007,B
18989,2003,NA
18989,2004,W
18989,2005,W
18989,2006,W
18989,2007,W
18990,2001,B
18990,2002,B
18990,2003,B
18990,2004,B
18990,2005,B
18990,2006,B
18990,2007,B
18991,2001,B
18992,2001,B
18992,2002,B
18993,2001,A
18993,2002,A
18993,2003,A
18993,2004,A
18994,2005,H
18996,2002,W
18996,2003,W
18996,2004,W
18996,2005,W
18996,2006,W
18997,2001,B
18997,2002,B
18997,2003,B
18997,2004,B
18997,2005,B
18997,2007,B
18998,2003,B
18998,2004,B
18998,2005,B
18999,2001,B
18999,2002,B
18999,2003,B
18999,2004,B
18999,2005,B
18999,2006,B
18999,2007,B
19001,2001,B
19001,2002,B
19001,2003,B
19001,2004,B
19001,2005,B
19001,2006,B
19001,2007,B
19002,2001,H
19002,2002,H
19002,2003,H
19002,2004,H
19002,2005,H
19002,2006,H
19002,2007,H
19003,2003,B
19003,2004,B
19003,2005,B
19003,2006,B
19003,2007,B
19004,2002,B
19004,2006,B
19004,2007,B
19006,2003,H
19006,2004,H
19007,2003,B
19007,2004,B
19007,2005,B
19007,2006,B
19007,2007,B
19008,2006,A
19009,2005,B
19009,2006,B
19009,2007,B
19010,2004,B
19010,2005,B
19010,2006,B
19010,2007,B
19012,2005,B
19012,2006,B
19012,2007,B
19013,2005,B
19013,2006,B
19013,2007,B
19014,2005,H
19014,2006,H
19014,2007,H
19015,2005,B
19015,2006,B
19015,2007,B
19017,2006,B
19017,2007,B
19018,2006,A
19018,2007,A
19019,2007,H
19020,2007,B
19021,2007,B
19022,2001,A
19024,2001,B
19025,2002,B
19026,2001,A
19026,2002,A
19026,2003,A
19027,2001,B
19027,2002,B
19027,2003,B
19029,2001,B
19029,2002,B
19029,2003,B
19029,2004,B
19030,2003,B
19031,2001,H
19032,2001,B
19032,2002,B
19032,2003,B
19033,2001,H
19033,2002,H
19033,2005,H
19035,2001,B
19035,2002,B
19035,2004,B
19035,2005,B
19035,2006,B
19036,2001,W
19036,2002,W
19036,2003,W
19036,2004,W
19036,2005,W
19036,2006,W
19037,2001,W
19037,2002,W
19037,2003,W
19037,2004,W
19037,2005,W
19037,2006,W
19037,2007,W
19038,2001,W
19038,2002,W
19038,2003,W
19038,2004,W
19038,2005,W
19038,2006,W
19038,2007,W
19039,2001,B
19039,2002,B
19039,2003,B
19039,2004,B
19039,2005,B
19039,2006,B
19040,2001,B
19042,2001,A
19042,2002,A
19042,2003,A
19042,2004,A
19042,2005,W
19042,2006,W
